Deliverable ID,Asset ID,Szerep,Modul,Egység,Forrásfájl,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Eredet,Forrásblokk,Szöveg (élő forrásból),Szöveg-hash,Blokkolók
M1.1-NAR-05,M1.1-NAR-05,elsődleges,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – Önreflexió bevezető (opcionális),AI-generált,M1.1-NAR-05-VO,"„Itt most nincs jó vagy rossz válasz.
Válassz ki **egy** kérdést, és ha szeretnél, írj rá 2–3 mondatot.
Ha nem akarsz gépelni, az is teljesen oké, ha csak magadban gondolod végig.”",357163e7eecfd58ed0aba70e9798b5bbcb2d1888a96a9ec5c3c89ae1f8d11341,R3
M1.1-NAR-05::CAPTIONS,M1.1-NAR-05,felirat,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – Önreflexió bevezető (opcionális) — felirat,AI-generált,M1.1-NAR-05-VO,"„Itt most nincs jó vagy rossz válasz.
Válassz ki **egy** kérdést, és ha szeretnél, írj rá 2–3 mondatot.
Ha nem akarsz gépelni, az is teljesen oké, ha csak magadban gondolod végig.”",357163e7eecfd58ed0aba70e9798b5bbcb2d1888a96a9ec5c3c89ae1f8d11341,R3
M1.1-NAR-05::TRANSCRIPT,M1.1-NAR-05,leirat,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – Önreflexió bevezető (opcionális) — leirat,AI-generált,M1.1-NAR-05-VO,"„Itt most nincs jó vagy rossz válasz.
Válassz ki **egy** kérdést, és ha szeretnél, írj rá 2–3 mondatot.
Ha nem akarsz gépelni, az is teljesen oké, ha csak magadban gondolod végig.”",357163e7eecfd58ed0aba70e9798b5bbcb2d1888a96a9ec5c3c89ae1f8d11341,R3
M1.1-NAR-06,M1.1-NAR-06,elsődleges,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Záró narráció – outro + átvezetés M1.2-re,AI-generált,M1.1-NAR-06-VO,"„Köszi, hogy végigjöttél ezen a leckén.
Most már van egy térképed arról, hogy mit látsz magadból, és mit látnak mások belőled.
A következő részben megnézzük, hogyan lehet **nem bántóan**, hanem **konkrétan és tisztelettel** visszajelzést adni – ez lesz a *megfigyelés vs. címkézés* leckéje.”",ef8a972278a35e4c09c4e60a3ff4030d16a15f65ba0fa175511ffba96c06ab5b,R3
M1.1-NAR-06::CAPTIONS,M1.1-NAR-06,felirat,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Záró narráció – outro + átvezetés M1.2-re — felirat,AI-generált,M1.1-NAR-06-VO,"„Köszi, hogy végigjöttél ezen a leckén.
Most már van egy térképed arról, hogy mit látsz magadból, és mit látnak mások belőled.
A következő részben megnézzük, hogyan lehet **nem bántóan**, hanem **konkrétan és tisztelettel** visszajelzést adni – ez lesz a *megfigyelés vs. címkézés* leckéje.”",ef8a972278a35e4c09c4e60a3ff4030d16a15f65ba0fa175511ffba96c06ab5b,R3
M1.1-NAR-06::TRANSCRIPT,M1.1-NAR-06,leirat,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Záró narráció – outro + átvezetés M1.2-re — leirat,AI-generált,M1.1-NAR-06-VO,"„Köszi, hogy végigjöttél ezen a leckén.
Most már van egy térképed arról, hogy mit látsz magadból, és mit látnak mások belőled.
A következő részben megnézzük, hogyan lehet **nem bántóan**, hanem **konkrétan és tisztelettel** visszajelzést adni – ez lesz a *megfigyelés vs. címkézés* leckéje.”",ef8a972278a35e4c09c4e60a3ff4030d16a15f65ba0fa175511ffba96c06ab5b,R3
M1.1-VID-01,M1.1-VID-01,elsődleges,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,HOOK AI beszélő fej – „Mondtak már rólad mást?”,AI-generált,M1.1-VID-01-VO,"„Szia! Volt már olyan, hogy **valaki olyat mondott rólad**, amit te teljesen máshogy éreztél?
Például azt mondta, hogy *‘tök magabiztos vagy’*, miközben te belül szétizgultad magad.
Vagy hogy *‘túl hangos vagy’*, miközben te csak lelkesnek érezted magad.

Ez a lecke arról fog szólni, hogy **miért történik ilyen**,
és hogyan tud segíteni ebben a **visszajelzés**,
anélkül, hogy csak rosszul esne.”",1e00b2357144d8e02eca7db2afa73a6fcb69d5b631b6f21d6051eec067d0c9e1,"R2, R3"
M1.1-VID-01::VOICEOVER,M1.1-VID-01,felmondott hang,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,HOOK AI beszélő fej – „Mondtak már rólad mást?” — felmondott hang,AI-generált,M1.1-VID-01-VO,"„Szia! Volt már olyan, hogy **valaki olyat mondott rólad**, amit te teljesen máshogy éreztél?
Például azt mondta, hogy *‘tök magabiztos vagy’*, miközben te belül szétizgultad magad.
Vagy hogy *‘túl hangos vagy’*, miközben te csak lelkesnek érezted magad.

Ez a lecke arról fog szólni, hogy **miért történik ilyen**,
és hogyan tud segíteni ebben a **visszajelzés**,
anélkül, hogy csak rosszul esne.”",1e00b2357144d8e02eca7db2afa73a6fcb69d5b631b6f21d6051eec067d0c9e1,"R2, R3"
M1.1-VID-01::CAPTIONS,M1.1-VID-01,felirat,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,HOOK AI beszélő fej – „Mondtak már rólad mást?” — felirat,AI-generált,M1.1-VID-01-VO,"„Szia! Volt már olyan, hogy **valaki olyat mondott rólad**, amit te teljesen máshogy éreztél?
Például azt mondta, hogy *‘tök magabiztos vagy’*, miközben te belül szétizgultad magad.
Vagy hogy *‘túl hangos vagy’*, miközben te csak lelkesnek érezted magad.

Ez a lecke arról fog szólni, hogy **miért történik ilyen**,
és hogyan tud segíteni ebben a **visszajelzés**,
anélkül, hogy csak rosszul esne.”",1e00b2357144d8e02eca7db2afa73a6fcb69d5b631b6f21d6051eec067d0c9e1,"R2, R3"
M1.1-VID-01::TRANSCRIPT,M1.1-VID-01,leirat,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,HOOK AI beszélő fej – „Mondtak már rólad mást?” — leirat,AI-generált,M1.1-VID-01-VO,"„Szia! Volt már olyan, hogy **valaki olyat mondott rólad**, amit te teljesen máshogy éreztél?
Például azt mondta, hogy *‘tök magabiztos vagy’*, miközben te belül szétizgultad magad.
Vagy hogy *‘túl hangos vagy’*, miközben te csak lelkesnek érezted magad.

Ez a lecke arról fog szólni, hogy **miért történik ilyen**,
és hogyan tud segíteni ebben a **visszajelzés**,
anélkül, hogy csak rosszul esne.”",1e00b2357144d8e02eca7db2afa73a6fcb69d5b631b6f21d6051eec067d0c9e1,"R2, R3"
M1.1-VID-02,M1.1-VID-02,elsődleges,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,video,explainer,legyártandó,produkciós szabályra vár,,Mini storyboard / B-roll – kvuca-szituk a példákhoz,AI-generált,,,,R3
M1.1-VID-02::ALTTEXT,M1.1-VID-02,alt-szöveg,M1,M1.1,02 Tervezet/Modulok/M1/Online leckék/M1.1 – Johari-ablak – vakfoltjaim felismerése.md,video,explainer,legyártandó,produkciós szabályra vár,,Mini storyboard / B-roll – kvuca-szituk a példákhoz — alt-szöveg,AI-generált,,,,R3
M1.2-DIA-01,M1.2-DIA-01,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,diagram,,legyártandó,produkciós szabályra vár,,Megfigyelés vs. értelmezés – kétoszlopos animált grafika,AI-generált,,,,R5
M1.2-DIA-01::ALTTEXT,M1.2-DIA-01,alt-szöveg,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,diagram,,legyártandó,produkciós szabályra vár,,Megfigyelés vs. értelmezés – kétoszlopos animált grafika — alt-szöveg,AI-generált,,,,R5
M1.2-IKO-01,M1.2-IKO-01,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,icon-set,,legyártandó,produkciós szabályra vár,,Ikonok a megfigyelés/értelmezés példákhoz,AI-generált,,,,R5
M1.2-IKO-01::ALTTEXT,M1.2-IKO-01,alt-szöveg,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,icon-set,,legyártandó,produkciós szabályra vár,,Ikonok a megfigyelés/értelmezés példákhoz — alt-szöveg,AI-generált,,,,R5
M1.2-IKO-02,M1.2-IKO-02,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,icon-set,,legyártandó,produkciós szabályra vár,,Helyzet-piktogramok – iskola / ken / család,AI-generált,,,,R5
M1.2-IKO-02::ALTTEXT,M1.2-IKO-02,alt-szöveg,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,icon-set,,legyártandó,produkciós szabályra vár,,Helyzet-piktogramok – iskola / ken / család — alt-szöveg,AI-generált,,,,R5
M1.2-IKO-03,M1.2-IKO-03,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,icon-set,,legyártandó,produkciós szabályra vár,,Drop-zóna ikonok – szem (megfigyelés) / maszk (értelmezés),AI-generált,,,,R5
M1.2-ILL-01,M1.2-ILL-01,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,illustration,,legyártandó,produkciós szabályra vár,,"Két chat-buborék – ""Bunkó voltál"" / ""Háromszor közbevágott""",AI-generált,,,,R5
M1.2-ILL-01::ALTTEXT,M1.2-ILL-01,alt-szöveg,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,illustration,,legyártandó,produkciós szabályra vár,,"Két chat-buborék – ""Bunkó voltál"" / ""Háromszor közbevágott"" — alt-szöveg",AI-generált,,,,R5
M1.2-ILL-02,M1.2-ILL-02,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,illustration,,legyártandó,produkciós szabályra vár,,Storyboard – 3 kontextus kártya (iskola / ken / család),AI-generált,,,,R5
M1.2-ILL-02::ALTTEXT,M1.2-ILL-02,alt-szöveg,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,illustration,,legyártandó,produkciós szabályra vár,,Storyboard – 3 kontextus kártya (iskola / ken / család) — alt-szöveg,AI-generált,,,,R5
M1.2-NAR-02,M1.2-NAR-02,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,INPUT narráció – definíciók (kamera-teszt),AI-generált,M1.2-NAR-02-VO,"„Nézzük meg nagyon egyszerűen.

👉 **Megfigyelés** az, amit egy kamera is felvenne.
Olyan dolog, amit **le tudsz írni anélkül, hogy minősítenél**:
például, hogy *‘10 percet késtél’*, vagy *‘kétszer közbevágtál, amíg más beszélt’*.

👉 **Értelmezés / címke** az, amit ebből gondolsz a másikról.
Például, hogy *‘tiszteletlen vagy’*, vagy *‘lusta vagy’*.

Mind a kettő természetes,
csak **nem mindegy, melyiket mondod ki**, ha visszajelzést akarsz adni.”",001a5c42924af9f2bf07e97e610a6e8a16f12cfafb6208cefd6af56638680cff,R3
M1.2-NAR-02::CAPTIONS,M1.2-NAR-02,felirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,INPUT narráció – definíciók (kamera-teszt) — felirat,AI-generált,M1.2-NAR-02-VO,"„Nézzük meg nagyon egyszerűen.

👉 **Megfigyelés** az, amit egy kamera is felvenne.
Olyan dolog, amit **le tudsz írni anélkül, hogy minősítenél**:
például, hogy *‘10 percet késtél’*, vagy *‘kétszer közbevágtál, amíg más beszélt’*.

👉 **Értelmezés / címke** az, amit ebből gondolsz a másikról.
Például, hogy *‘tiszteletlen vagy’*, vagy *‘lusta vagy’*.

Mind a kettő természetes,
csak **nem mindegy, melyiket mondod ki**, ha visszajelzést akarsz adni.”",001a5c42924af9f2bf07e97e610a6e8a16f12cfafb6208cefd6af56638680cff,R3
M1.2-NAR-02::TRANSCRIPT,M1.2-NAR-02,leirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,INPUT narráció – definíciók (kamera-teszt) — leirat,AI-generált,M1.2-NAR-02-VO,"„Nézzük meg nagyon egyszerűen.

👉 **Megfigyelés** az, amit egy kamera is felvenne.
Olyan dolog, amit **le tudsz írni anélkül, hogy minősítenél**:
például, hogy *‘10 percet késtél’*, vagy *‘kétszer közbevágtál, amíg más beszélt’*.

👉 **Értelmezés / címke** az, amit ebből gondolsz a másikról.
Például, hogy *‘tiszteletlen vagy’*, vagy *‘lusta vagy’*.

Mind a kettő természetes,
csak **nem mindegy, melyiket mondod ki**, ha visszajelzést akarsz adni.”",001a5c42924af9f2bf07e97e610a6e8a16f12cfafb6208cefd6af56638680cff,R3
M1.2-NAR-03,M1.2-NAR-03,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,INPUT 2 narráció – hétköznapi példák (suli/ken/otthon),AI-generált,M1.2-NAR-03-VO,"„A megfigyelés–értelmezés különbsége **mindenhol ott van**: suliban, kenben, otthon.

Ha azt mondod: *‘nem adtál le semmit a háziból’*, az egy tény.
Ha azt mondod: *‘egyáltalán nem érdekel az iskola’*, az már **következtetés**.

Ugyanígy a kenben: *‘kétszer kivonultál a teremből’* megfigyelés.
A *‘szétverted a peulát’* már címke.

Nincs azzal baj, hogy gondolataid, érzéseid vannak.
Csak ha visszajelzést adsz, **jobban működik**, ha a megfigyelést mondod ki.”",4e07fb20ea9383af72e426be24c15685aae2a32cd3f4e89f508fd625b95187f0,R3
M1.2-NAR-03::CAPTIONS,M1.2-NAR-03,felirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,INPUT 2 narráció – hétköznapi példák (suli/ken/otthon) — felirat,AI-generált,M1.2-NAR-03-VO,"„A megfigyelés–értelmezés különbsége **mindenhol ott van**: suliban, kenben, otthon.

Ha azt mondod: *‘nem adtál le semmit a háziból’*, az egy tény.
Ha azt mondod: *‘egyáltalán nem érdekel az iskola’*, az már **következtetés**.

Ugyanígy a kenben: *‘kétszer kivonultál a teremből’* megfigyelés.
A *‘szétverted a peulát’* már címke.

Nincs azzal baj, hogy gondolataid, érzéseid vannak.
Csak ha visszajelzést adsz, **jobban működik**, ha a megfigyelést mondod ki.”",4e07fb20ea9383af72e426be24c15685aae2a32cd3f4e89f508fd625b95187f0,R3
M1.2-NAR-03::TRANSCRIPT,M1.2-NAR-03,leirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,INPUT 2 narráció – hétköznapi példák (suli/ken/otthon) — leirat,AI-generált,M1.2-NAR-03-VO,"„A megfigyelés–értelmezés különbsége **mindenhol ott van**: suliban, kenben, otthon.

Ha azt mondod: *‘nem adtál le semmit a háziból’*, az egy tény.
Ha azt mondod: *‘egyáltalán nem érdekel az iskola’*, az már **következtetés**.

Ugyanígy a kenben: *‘kétszer kivonultál a teremből’* megfigyelés.
A *‘szétverted a peulát’* már címke.

Nincs azzal baj, hogy gondolataid, érzéseid vannak.
Csak ha visszajelzést adsz, **jobban működik**, ha a megfigyelést mondod ki.”",4e07fb20ea9383af72e426be24c15685aae2a32cd3f4e89f508fd625b95187f0,R3
M1.2-NAR-04,M1.2-NAR-04,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Mark the Words instrukció-narráció (opcionális),AI-generált,M1.2-NAR-04-VO,"„Most te jössz.
Kattints rá minden olyan szóra vagy kifejezésre, ami inkább **címke vagy minősítés**, nem konkrét tény.”",c7b6be7105727d6f5d3b6b1205ff6f4e8ab77d09b2cd557b76434ce1bb08a137,R3
M1.2-NAR-04::CAPTIONS,M1.2-NAR-04,felirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Mark the Words instrukció-narráció (opcionális) — felirat,AI-generált,M1.2-NAR-04-VO,"„Most te jössz.
Kattints rá minden olyan szóra vagy kifejezésre, ami inkább **címke vagy minősítés**, nem konkrét tény.”",c7b6be7105727d6f5d3b6b1205ff6f4e8ab77d09b2cd557b76434ce1bb08a137,R3
M1.2-NAR-04::TRANSCRIPT,M1.2-NAR-04,leirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Mark the Words instrukció-narráció (opcionális) — leirat,AI-generált,M1.2-NAR-04-VO,"„Most te jössz.
Kattints rá minden olyan szóra vagy kifejezésre, ami inkább **címke vagy minősítés**, nem konkrét tény.”",c7b6be7105727d6f5d3b6b1205ff6f4e8ab77d09b2cd557b76434ce1bb08a137,R3
M1.2-NAR-05,M1.2-NAR-05,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Drag & Drop instrukció-narráció (opcionális),AI-generált,M1.2-NAR-05-VO,"„Húzd be a mondatokat abba az oszlopba, ahová szerinted tartoznak.
**Balra** jöjjenek azok, amiket egy kamera is rögzítene.
Jobbra azok, amik inkább egy véleményt, címkét mondanak el.”",9a40588d2cdd51f6288668c0757ea4c0666cedfc210265ad25a3100634a97644,R3
M1.2-NAR-05::CAPTIONS,M1.2-NAR-05,felirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Drag & Drop instrukció-narráció (opcionális) — felirat,AI-generált,M1.2-NAR-05-VO,"„Húzd be a mondatokat abba az oszlopba, ahová szerinted tartoznak.
**Balra** jöjjenek azok, amiket egy kamera is rögzítene.
Jobbra azok, amik inkább egy véleményt, címkét mondanak el.”",9a40588d2cdd51f6288668c0757ea4c0666cedfc210265ad25a3100634a97644,R3
M1.2-NAR-05::TRANSCRIPT,M1.2-NAR-05,leirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Drag & Drop instrukció-narráció (opcionális) — leirat,AI-generált,M1.2-NAR-05-VO,"„Húzd be a mondatokat abba az oszlopba, ahová szerinted tartoznak.
**Balra** jöjjenek azok, amiket egy kamera is rögzítene.
Jobbra azok, amik inkább egy véleményt, címkét mondanak el.”",9a40588d2cdd51f6288668c0757ea4c0666cedfc210265ad25a3100634a97644,R3
M1.2-NAR-06,M1.2-NAR-06,elsődleges,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,OUTRO záró narráció – híd az SBI-hez,AI-generált,M1.2-NAR-06-VO,"„Köszi, hogy végigcsináltad ezt a leckét.
Most már tudod, mi a különbség megfigyelés és címke között.
A következő részben megnézzük, hogyan lehet ebből **egy tiszta, rövid visszajelző mondatot** építeni – ez lesz az S–B–I.”",a81ecd05e9b5b5f226695478436b07dc089a60fb3d3ad3b34784e8b23e2ef34a,R3
M1.2-NAR-06::CAPTIONS,M1.2-NAR-06,felirat,M1,M1.2,02 Tervezet/Modulok/M1/Online leckék/M1.2 – Megfigyelés ≠ értelmezés.md,voiceover,narration,legyártandó,produkciós szabályra vár,,OUTRO záró narráció – híd az SBI-hez — felirat,AI-generált,M1.2-NAR-06-VO,"„Köszi, hogy végigcsináltad ezt a leckét.
Most már tudod, mi a különbség megfigyelés és címke között.
A következő részben megnézzük, hogyan lehet ebből **egy tiszta, rövid visszajelző mondatot** építeni – ez lesz az S–B–I.”",a81ecd05e9b5b5f226695478436b07dc089a60fb3d3ad3b34784e8b23e2ef34a,R3
